,Unnamed: 0,ID урока,Дата старта урока,Текст сообщения,Дата сообщения,Разметка,len_text,Время от начала урока,Вежливость,Технические проблемы,Хорошее объяснение материала,Плохое объяснение материала и сложность,Помощь и понимание,Реклама и спам,Оскорбления и конфликты,Опоздание
195,195,321815.0,2024-03-16 12:53:39,да почемуууууууууууууууууууууууу,2024-03-16 14:26:10,,32,92.51666666666668,0,0,0,0,1,0,0,0
196,196,321815.0,2024-03-16 12:53:39,хахахаха,2024-03-16 14:26:12,,8,92.55,0,0,0,1,0,0,0,0
197,197,321815.0,2024-03-16 12:53:39,ну да),2024-03-16 14:26:22,,6,92.71666666666668,0,0,1,0,0,0,0,0
198,198,321815.0,2024-03-16 12:53:39,прям для Каусар сделали,2024-03-16 14:26:22,,23,92.71666666666668,0,0,0,0,0,0,1,0
199,199,321815.0,2024-03-16 12:53:39,аша,2024-03-16 14:26:26,,3,92.78333333333332,0,0,0,1,0,0,0,0
200,200,321815.0,2024-03-16 12:53:39,я хотел быть именно 6,2024-03-16 14:26:38,,21,92.98333333333332,0,0,0,1,0,0,0,0
201,201,321815.0,2024-03-16 12:53:39,я хотела 3-4,2024-03-16 14:26:48,,12,93.15,0,0,0,1,0,0,0,0
202,202,321815.0,2024-03-16 12:53:39,Саня герой,2024-03-16 14:27:14,,10,93.58333333333331,0,0,1,0,0,0,0,0
203,203,321815.0,2024-03-16 12:53:39,"Андрей, давай меняться, ахахаххахаха",2024-03-16 14:27:43,,36,94.06666666666666,0,0,0,1,0,0,0,0
204,204,321815.0,2024-03-16 12:53:39,давай,2024-03-16 14:27:56,,5,94.28333333333332,0,0,0,0,1,0,0,0
205,205,321815.0,2024-03-16 12:53:39,о,2024-03-16 14:27:59,,1,94.33333333333331,0,0,0,1,0,0,0,0
206,206,321815.0,2024-03-16 12:53:39,"во, захотел",2024-03-16 14:28:02,,11,94.38333333333334,0,0,0,1,0,0,0,0
207,207,321815.0,2024-03-16 12:53:39,красава Андрюха,2024-03-16 14:28:06,,15,94.45,0,0,1,0,0,0,0,0
208,208,321815.0,2024-03-16 12:53:39,домашнее,2024-03-16 14:28:28,,8,94.81666666666666,0,0,0,1,0,0,0,0
209,209,321815.0,2024-03-16 12:53:39,самых сложных не было,2024-03-16 14:28:46,,21,95.11666666666666,0,0,1,0,0,0,0,0
210,210,321815.0,2024-03-16 12:53:39,для меня ничего сложного в принципе не было,2024-03-16 14:29:12,,43,95.55,0,0,1,0,0,0,0,0
211,211,321815.0,2024-03-16 12:53:39,любимое задание это дизайн,2024-03-16 14:29:17,,26,95.63333333333334,0,0,1,0,0,0,0,0
212,212,321815.0,2024-03-16 12:53:39,командный проект,2024-03-16 14:29:20,,16,95.68333333333334,0,0,1,0,0,0,0,0
213,213,321815.0,2024-03-16 12:53:39,"креативность, фантазия и тд",2024-03-16 14:29:24,,27,95.75,0,0,1,0,0,0,0,0
214,214,321815.0,2024-03-16 12:53:39,аааа дааа,2024-03-16 14:29:28,,9,95.81666666666666,0,0,1,0,0,0,0,0
215,215,321815.0,2024-03-16 12:53:39,командный,2024-03-16 14:29:30,,9,95.85,0,0,1,0,0,0,0,0
216,216,321815.0,2024-03-16 12:53:39,будет жалко прощаться,2024-03-16 14:29:49,,21,96.16666666666669,1,0,0,0,0,0,0,0
217,217,321815.0,2024-03-16 12:53:39,хорошо,2024-03-16 14:31:16,,6,97.61666666666666,0,0,0,1,0,0,0,0
218,218,321815.0,2024-03-16 12:53:39,а если у меня комп мощный и у меня тяжелое отправится в телеграм?,2024-03-16 14:32:04,,65,98.41666666666669,0,0,1,0,0,0,0,0
219,219,321815.0,2024-03-16 12:53:39,на самом деле,2024-03-16 14:32:07,,13,98.46666666666668,0,0,0,1,0,0,0,0
220,220,321815.0,2024-03-16 12:53:39,"когда я была на прошлом курсе, там было хуже, тут всегда весело)",2024-03-16 14:32:34,,64,98.91666666666669,0,1,0,0,0,0,0,0
221,221,321815.0,2024-03-16 12:53:39,пока,2024-03-16 14:33:17,,4,99.63333333333334,1,0,0,0,0,0,0,0
222,222,321815.0,2024-03-16 12:53:39,до свидания,2024-03-16 14:33:18,,11,99.65,1,0,0,0,0,0,0,0
223,223,321816.0,2024-03-23 12:51:59,Привет!,2024-03-23 12:56:33,,7,4.566666666666666,1,0,0,0,0,0,0,0
224,224,321816.0,2024-03-23 12:51:59,Готов?,2024-03-23 12:56:37,,6,4.633333333333334,0,0,0,1,0,0,0,0
225,225,321816.0,2024-03-23 12:51:59,это наш последний урок,2024-03-23 12:56:41,,22,4.7,1,0,0,0,0,0,0,0
226,226,321816.0,2024-03-23 12:51:59,"да, готов",2024-03-23 12:56:44,,9,4.75,0,0,0,1,0,0,0,0
227,227,321816.0,2024-03-23 12:51:59,а кто первый?,2024-03-23 12:57:22,,13,5.383333333333334,0,0,0,1,0,0,0,0
228,228,321816.0,2024-03-23 12:51:59,выступает,2024-03-23 12:57:27,,9,5.466666666666667,0,0,0,1,0,0,0,0
229,229,321816.0,2024-03-23 12:51:59,ща посмотрим,2024-03-23 12:57:30,,12,5.516666666666667,1,0,0,0,0,0,0,0
230,230,321816.0,2024-03-23 12:51:59,аня,2024-03-23 12:57:41,,3,5.7,0,0,0,1,0,0,0,0
231,231,321816.0,2024-03-23 12:51:59,о спасибо,2024-03-23 12:57:48,,9,5.816666666666666,0,0,0,0,1,0,0,0
232,232,321816.0,2024-03-23 12:51:59,там вроде Нина поменялась местами с Андреем,2024-03-23 12:58:15,,43,6.266666666666667,0,0,0,0,0,0,0,1
233,233,321816.0,2024-03-23 12:51:59,"Если с 2-4 хотят поменяться, то я буду не против",2024-03-23 12:58:20,,48,6.35,0,0,0,1,0,0,0,0
234,234,321816.0,2024-03-23 12:51:59,с каусар сначала,2024-03-23 12:58:36,,16,6.616666666666666,0,0,0,0,0,0,0,1
235,235,321816.0,2024-03-23 12:51:59,поменялся,2024-03-23 12:58:43,,9,6.733333333333333,0,0,0,1,0,0,0,0
236,236,321816.0,2024-03-23 12:51:59,а потом с ниной,2024-03-23 12:58:53,,15,6.9,0,0,0,1,0,0,0,0
237,237,321816.0,2024-03-23 12:51:59,блин мне немного страшно,2024-03-23 12:59:13,,24,7.233333333333333,0,0,0,0,0,0,1,0
238,238,321816.0,2024-03-23 12:51:59,чутка есть,2024-03-23 12:59:24,,10,7.416666666666667,0,0,0,1,0,0,0,0
239,239,321816.0,2024-03-23 12:51:59,ну да,2024-03-23 12:59:31,,5,7.533333333333333,0,0,1,0,0,0,0,0
240,240,321816.0,2024-03-23 12:51:59,нины вроде не будет,2024-03-23 12:59:34,,19,7.583333333333333,0,1,0,0,0,0,0,0
241,241,321816.0,2024-03-23 12:51:59,ппц,2024-03-23 12:59:39,,3,7.666666666666667,0,0,0,0,0,1,0,0
242,242,321816.0,2024-03-23 12:51:59,это как,2024-03-23 12:59:44,,7,7.75,0,0,0,0,0,0,0,1
243,243,321816.0,2024-03-23 12:51:59,как она сдавать будет потом,2024-03-23 12:59:58,,27,7.983333333333333,0,0,0,1,0,0,0,0
244,244,321816.0,2024-03-23 12:51:59,она просто не будет сдавать и все,2024-03-23 13:00:19,,33,8.333333333333334,0,0,0,0,0,0,0,1
245,245,321816.0,2024-03-23 12:51:59,"я закончил 1 курс, там человека не было, его просто пропустили",2024-03-23 13:00:37,,62,8.633333333333333,0,0,0,0,0,0,0,1
246,246,321816.0,2024-03-23 12:51:59,ну такое себе,2024-03-23 13:00:52,,13,8.883333333333333,0,0,1,0,0,0,0,0
247,247,321816.0,2024-03-23 12:51:59,"ааааааааа, мне чутка страшно",2024-03-23 13:01:46,,28,9.783333333333331,0,0,0,1,0,0,0,0
248,248,321816.0,2024-03-23 12:51:59,есть такое,2024-03-23 13:02:15,,10,10.266666666666667,0,0,1,0,0,0,0,0
249,249,321816.0,2024-03-23 12:51:59,вы пока музыку расслабляющую тихую послушайте,2024-03-23 13:02:54,,45,10.916666666666666,0,0,0,1,0,0,0,0
250,250,321816.0,2024-03-23 12:51:59,ютубчик),2024-03-23 13:03:04,,8,11.083333333333334,0,0,0,0,1,0,0,0
251,251,321816.0,2024-03-23 12:51:59,ну не совсем так,2024-03-23 13:03:09,,16,11.166666666666666,0,0,0,1,0,0,0,0
252,252,321816.0,2024-03-23 12:51:59,урок то скоро начнется,2024-03-23 13:03:12,,22,11.216666666666669,0,0,1,0,0,0,0,0
253,253,321816.0,2024-03-23 12:51:59,а когда начинаем?,2024-03-23 13:03:19,,17,11.333333333333334,0,0,0,1,0,0,0,0
254,254,321816.0,2024-03-23 12:51:59,когда мы услышим голос преподавателя,2024-03-23 13:03:29,,36,11.5,0,0,0,1,0,0,0,0
255,255,321816.0,2024-03-23 12:51:59,ждем,2024-03-23 13:03:39,,4,11.666666666666666,1,0,0,0,0,0,0,0
256,256,321816.0,2024-03-23 12:51:59,Привеееет!,2024-03-23 13:04:11,,10,12.2,0,0,0,0,1,0,0,0
257,257,321816.0,2024-03-23 12:51:59,не со мной,2024-03-23 13:04:28,,10,12.483333333333333,0,0,0,1,0,0,0,0
258,258,321816.0,2024-03-23 12:51:59,со мной,2024-03-23 13:04:32,,7,12.55,0,0,0,1,0,0,0,0
259,259,321816.0,2024-03-23 12:51:59,некоторым чутка страшно,2024-03-23 13:04:55,,23,12.933333333333334,0,0,0,1,0,0,0,0
260,260,321816.0,2024-03-23 12:51:59,давайте их успокоим как нибудь,2024-03-23 13:05:01,,30,13.033333333333331,0,0,0,1,0,0,0,0
261,261,321816.0,2024-03-23 12:51:59,"кстати, как вам мой проект?",2024-03-23 13:05:12,,27,13.216666666666669,0,0,0,0,1,0,0,0
262,262,321816.0,2024-03-23 12:51:59,та все будет хорошо,2024-03-23 13:05:12,,19,13.216666666666669,0,0,0,1,0,0,0,0
263,263,321816.0,2024-03-23 12:51:59,ужас,2024-03-23 13:05:13,,4,13.233333333333333,0,0,0,0,0,0,1,0
264,264,321816.0,2024-03-23 12:51:59,ну презентовать страшно,2024-03-23 13:05:14,,23,13.25,0,0,0,0,0,1,0,0
265,265,321816.0,2024-03-23 12:51:59,я вас скидывал,2024-03-23 13:05:15,,14,13.266666666666667,0,1,0,0,0,0,0,0
266,266,321816.0,2024-03-23 12:51:59,я с ником Hhru,2024-03-23 13:05:30,,14,13.516666666666667,0,0,0,0,0,0,0,1
267,267,321816.0,2024-03-23 12:51:59,микрофон включился,2024-03-23 13:05:41,,18,13.7,0,0,0,1,0,0,0,0
268,268,321816.0,2024-03-23 12:51:59,у меня тоже,2024-03-23 13:05:49,,11,13.833333333333334,0,0,0,1,0,0,0,0
269,269,321816.0,2024-03-23 12:51:59,мы с тильдой мало времени вроде провели,2024-03-23 13:07:14,,39,15.25,0,0,0,0,0,0,0,1
270,270,321816.0,2024-03-23 12:51:59,основа фигма,2024-03-23 13:07:17,,12,15.3,0,0,1,0,0,0,0,0
271,271,321816.0,2024-03-23 12:51:59,а если мне все понравились,2024-03-23 13:08:45,,26,16.766666666666666,0,0,1,0,0,0,0,0
272,272,321816.0,2024-03-23 12:51:59,дальше просто развивайся в ней,2024-03-23 13:09:27,,30,17.466666666666665,0,0,0,1,0,0,0,0
273,273,321816.0,2024-03-23 12:51:59,мне страшно,2024-03-23 13:09:45,,11,17.766666666666666,0,0,0,1,0,0,0,0
274,274,321816.0,2024-03-23 12:51:59,тут главное не боятся кринжевать,2024-03-23 13:09:46,,32,17.783333333333335,0,0,0,0,0,0,1,0
275,275,321816.0,2024-03-23 12:51:59,мне тоже страшно,2024-03-23 13:09:58,,16,17.983333333333334,0,0,0,1,0,0,0,0
276,276,321816.0,2024-03-23 12:51:59,"ой не, с родителями еще страшнее",2024-03-23 13:10:02,,32,18.05,0,0,0,1,0,0,0,0
277,277,321816.0,2024-03-23 12:51:59,мне тоже,2024-03-23 13:10:06,,8,18.116666666666667,0,0,0,1,0,0,0,0
278,278,321816.0,2024-03-23 12:51:59,согл,2024-03-23 13:10:11,,4,18.2,0,0,1,0,0,0,0,0
279,279,321816.0,2024-03-23 12:51:59,ааааа,2024-03-23 13:10:14,,5,18.25,0,0,1,0,0,0,0,0
280,280,321816.0,2024-03-23 12:51:59,я запомнил где то больше половины,2024-03-23 13:10:50,,33,18.85,0,0,1,0,0,0,0,0
281,281,321816.0,2024-03-23 12:51:59,а давайте вместо пожеланий все обнимемся через компьютер,2024-03-23 13:11:03,,56,19.066666666666663,0,0,1,0,0,0,0,0
282,282,321816.0,2024-03-23 12:51:59,у меня не загружается,2024-03-23 13:12:03,,21,20.066666666666663,0,0,0,0,0,0,0,1
283,283,321816.0,2024-03-23 12:51:59,давайте лучше доска Miro,2024-03-23 13:12:24,,24,20.416666666666668,0,0,1,0,0,0,0,0
284,284,321816.0,2024-03-23 12:51:59,и у меня,2024-03-23 13:12:29,,8,20.5,0,0,0,1,0,0,0,0
285,285,321816.0,2024-03-23 12:51:59,лиза микрофон,2024-03-23 13:12:44,,13,20.75,0,0,0,0,0,0,1,0
286,286,321816.0,2024-03-23 12:51:59,не грузит,2024-03-23 13:13:00,,9,21.016666666666666,0,0,0,0,0,0,0,1
287,287,321816.0,2024-03-23 12:51:59,lf,2024-03-23 13:13:03,,2,21.066666666666663,0,0,0,1,0,0,0,0
288,288,321816.0,2024-03-23 12:51:59,у мен,2024-03-23 13:13:09,,5,21.166666666666668,0,0,0,1,0,0,0,0
289,289,321816.0,2024-03-23 12:51:59,открылось,2024-03-23 13:13:17,,9,21.3,0,0,1,0,0,0,0,0
290,290,321816.0,2024-03-23 12:51:59,а как зайти,2024-03-23 13:13:55,,11,21.933333333333334,1,0,0,0,0,0,0,0
291,291,321816.0,2024-03-23 12:51:59,я забыл,2024-03-23 13:13:57,,7,21.966666666666665,0,0,0,1,0,0,0,0
292,292,321816.0,2024-03-23 12:51:59,у меня чет не получается,2024-03-23 13:14:42,,24,22.716666666666665,0,0,0,1,0,0,0,0
293,293,321816.0,2024-03-23 12:51:59,давайте я напишу,2024-03-23 13:14:49,,16,22.83333333333333,0,0,0,1,0,0,0,0
294,294,321816.0,2024-03-23 12:51:59,Развивайтесь в своём деле до упора,2024-03-23 13:14:58,,34,22.98333333333333,0,0,1,0,0,0,0,0
295,295,321816.0,2024-03-23 12:51:59,"Не бойтесь трудностей, пусть трудности тебя бояться",2024-03-23 13:15:20,,51,23.35,0,0,0,1,0,0,0,0
296,296,321816.0,2024-03-23 12:51:59,всем желаю успехов даже если у вас что то не получается не сдавайтесь,2024-03-23 13:15:30,,69,23.516666666666666,0,0,0,1,0,0,0,0
297,297,321816.0,2024-03-23 12:51:59,оу ноу,2024-03-23 13:16:48,,6,24.816666666666663,0,0,0,1,0,0,0,0
298,298,321816.0,2024-03-23 12:51:59,ааа,2024-03-23 13:16:54,,3,24.916666666666668,0,0,1,0,0,0,0,0
299,299,321816.0,2024-03-23 12:51:59,нееет,2024-03-23 13:16:55,,5,24.933333333333334,0,0,0,1,0,0,0,0
300,300,321816.0,2024-03-23 12:51:59,давайте еще полепим наклейки,2024-03-23 13:16:57,,28,24.966666666666665,0,0,0,1,0,0,0,0
301,301,321816.0,2024-03-23 12:51:59,хахаах,2024-03-23 13:17:03,,6,25.066666666666663,0,0,0,1,0,0,0,0
302,302,321816.0,2024-03-23 12:51:59,все хорошо,2024-03-23 13:17:08,,10,25.15,0,0,1,0,0,0,0,0
303,303,321816.0,2024-03-23 12:51:59,можно без камеры,2024-03-23 13:17:15,,16,25.266666666666666,0,0,1,0,0,0,0,0
304,304,321816.0,2024-03-23 12:51:59,и камеру?,2024-03-23 13:17:24,,9,25.416666666666668,0,0,0,1,0,0,0,0
305,305,321816.0,2024-03-23 12:51:59,с камерой),2024-03-23 13:17:24,,10,25.416666666666668,0,0,0,1,0,0,0,0
306,306,321816.0,2024-03-23 12:51:59,у меня нет камеры,2024-03-23 13:17:24,,17,25.416666666666668,0,0,0,0,0,0,0,1
307,307,321816.0,2024-03-23 12:51:59,у меня домашнее задание сгрызла собака,2024-03-23 13:18:07,,38,26.133333333333333,0,1,0,0,0,0,0,0
308,308,321816.0,2024-03-23 12:51:59,это ноут типа?,2024-03-23 13:18:17,,14,26.3,0,0,0,1,0,0,0,0
309,309,321816.0,2024-03-23 12:51:59,эх,2024-03-23 13:18:59,,2,27.0,0,0,0,1,0,0,0,0
310,310,321816.0,2024-03-23 12:51:59,мы получается гораздо раньше закончим?,2024-03-23 13:19:01,,38,27.03333333333333,0,0,0,0,0,0,0,1
311,311,321816.0,2024-03-23 12:51:59,а типо про каждый слайд не нужно говорить ?,2024-03-23 13:19:04,,43,27.08333333333333,0,0,0,1,0,0,0,0
312,312,321816.0,2024-03-23 12:51:59,"давайте, держим кулачки",2024-03-23 13:20:32,,23,28.55,0,0,0,1,0,0,0,0
313,313,321816.0,2024-03-23 12:51:59,"знаете, вот я смотрю на ее проект, и чето думаю, что я очень мало сделал по сравнению с ней",2024-03-23 13:24:09,,91,32.166666666666664,0,1,0,0,0,0,0,0
314,314,321816.0,2024-03-23 12:51:59,отлично,2024-03-23 13:24:10,,7,32.18333333333333,0,0,1,0,0,0,0,0
315,315,321816.0,2024-03-23 12:51:59,это вау,2024-03-23 13:24:11,,7,32.2,0,0,0,0,0,1,0,0
316,316,321816.0,2024-03-23 12:51:59,супер,2024-03-23 13:24:15,,5,32.266666666666666,0,0,0,1,0,0,0,0
317,317,321816.0,2024-03-23 12:51:59,жиза,2024-03-23 13:24:17,,4,32.3,0,0,0,0,0,0,1,0
318,318,321816.0,2024-03-23 12:51:59,классно,2024-03-23 13:24:21,,7,32.36666666666667,0,0,1,0,0,0,0,0
319,319,321816.0,2024-03-23 12:51:59,у меня там много всего,2024-03-23 13:24:40,,22,32.68333333333333,0,0,1,0,0,0,0,0
320,320,321816.0,2024-03-23 12:51:59,ноут не выдержит,2024-03-23 13:24:47,,16,32.8,0,0,0,0,0,0,0,1
321,321,321816.0,2024-03-23 12:51:59,мне кажется у меня так мало,2024-03-23 13:24:59,,27,33.0,0,0,0,1,0,0,0,0
322,322,321816.0,2024-03-23 12:51:59,теперь..,2024-03-23 13:25:02,,8,33.05,0,0,1,0,0,0,0,0
323,323,321816.0,2024-03-23 12:51:59,все,2024-03-23 13:25:05,,3,33.1,0,0,1,0,0,0,0,0
324,324,321816.0,2024-03-23 12:51:59,не  важно кася,2024-03-23 13:25:11,,14,33.2,0,0,0,0,0,1,0,0
325,325,321816.0,2024-03-23 12:51:59,у меня очень мало,2024-03-23 13:25:11,,17,33.2,0,0,0,1,0,0,0,0
326,326,321816.0,2024-03-23 12:51:59,я потратил на проект часа 3,2024-03-23 13:25:17,,27,33.3,0,0,0,0,0,0,0,1
327,327,321816.0,2024-03-23 12:51:59,это нормально или мало?,2024-03-23 13:25:24,,23,33.416666666666664,0,0,0,1,0,0,0,0
328,328,321816.0,2024-03-23 12:51:59,главное не Сомневайся.,2024-03-23 13:25:39,,22,33.666666666666664,0,0,0,1,0,0,0,0
329,329,321816.0,2024-03-23 12:51:59,я потратила на это 6 часов и это очень мало что я сделала,2024-03-23 13:25:44,,57,33.75,0,0,0,0,0,0,0,1
330,330,321816.0,2024-03-23 12:51:59,я неделю,2024-03-23 13:25:51,,8,33.86666666666667,0,0,0,0,0,0,0,1
331,331,321816.0,2024-03-23 12:51:59,"как у тебя дела, Аня?)",2024-03-23 13:25:56,,22,33.95,0,0,0,1,0,0,0,0
332,332,321816.0,2024-03-23 12:51:59,а я получается после Каусар буду презентовать?,2024-03-23 13:27:09,,46,35.166666666666664,0,0,0,0,0,1,0,0
333,333,321816.0,2024-03-23 12:51:59,нина и андрей поменялись,2024-03-23 13:28:02,,24,36.05,0,1,0,0,0,0,0,0
334,334,321816.0,2024-03-23 12:51:59,а если у меня проект на 30 секунд? хаыхваых,2024-03-23 13:28:32,,43,36.55,0,0,0,0,0,0,0,1
335,335,321816.0,2024-03-23 12:51:59,"все хорошо, спасибо арс",2024-03-23 13:28:47,,23,36.8,1,0,0,0,0,0,0,0
336,336,321816.0,2024-03-23 12:51:59,презентация*,2024-03-23 13:28:49,,12,36.833333333333336,0,0,0,0,0,1,0,0
337,337,321816.0,2024-03-23 12:51:59,миленькая цветовая гамма,2024-03-23 13:29:11,,24,37.2,0,0,1,0,0,0,0,0
338,338,321816.0,2024-03-23 12:51:59,а мне нравится,2024-03-23 13:29:52,,14,37.88333333333333,0,0,1,0,0,0,0,0
339,339,321816.0,2024-03-23 12:51:59,"Софья Седова, скажите пожалуйста, мой проект маленький или нормальный?",2024-03-23 13:30:27,,70,38.46666666666667,0,0,0,0,1,0,0,0
340,340,321816.0,2024-03-23 12:51:59,я просто волнуюсь чутка,2024-03-23 13:30:35,,23,38.6,0,0,0,0,0,0,1,0
341,341,321816.0,2024-03-23 12:51:59,жди,2024-03-23 13:30:37,,3,38.63333333333333,1,0,0,0,0,0,0,0
342,342,321816.0,2024-03-23 12:51:59,мне тоже нравится,2024-03-23 13:30:55,,17,38.93333333333333,0,0,1,0,0,0,0,0
343,343,321816.0,2024-03-23 12:51:59,как дела Меклис?,2024-03-23 13:31:03,,16,39.06666666666667,0,0,0,1,0,0,0,0
344,344,321816.0,2024-03-23 12:51:59,у меня только этот вопрос,2024-03-23 13:31:08,,25,39.15,0,0,0,1,0,0,0,0
345,345,321816.0,2024-03-23 12:51:59,я?,2024-03-23 13:31:26,,2,39.45,0,0,0,1,0,0,0,0
346,346,321816.0,2024-03-23 12:51:59,кася микрофон,2024-03-23 13:31:33,,13,39.56666666666667,0,0,0,1,0,0,0,0
347,347,321816.0,2024-03-23 12:51:59,было не так страшно,2024-03-23 13:31:37,,19,39.63333333333333,0,0,0,1,0,0,0,0
348,348,321816.0,2024-03-23 12:51:59,когда начинаешь уже не страшно,2024-03-23 13:31:55,,30,39.93333333333333,0,0,1,0,0,0,0,0
349,349,321816.0,2024-03-23 12:51:59,"я испугался, у меня флешка с интернетом вылетела",2024-03-23 13:37:41,,48,45.7,0,1,0,0,0,0,0,0
350,350,321816.0,2024-03-23 12:51:59,очень крутая и интересная задумка (тема) приложения!,2024-03-23 13:37:56,,52,45.95,0,0,1,0,0,0,0,0
351,351,321816.0,2024-03-23 12:51:59,мне кажется надо было всем дась 2 или 3 недели на проект,2024-03-23 13:39:17,,56,47.3,0,0,0,0,1,0,0,0
352,352,321816.0,2024-03-23 12:51:59,я расскажу как я делал,2024-03-23 13:39:32,,22,47.55,0,0,1,0,0,0,0,0
353,353,321816.0,2024-03-23 12:51:59,все говорят что времени не хватило,2024-03-23 13:39:35,,34,47.6,0,0,0,0,0,0,0,1
354,354,321816.0,2024-03-23 12:51:59,"а я отказался от многово, чтобы сделать проект",2024-03-23 13:40:04,,46,48.083333333333336,0,0,0,0,0,0,0,1
355,355,321816.0,2024-03-23 12:51:59,мне очень понравилось,2024-03-23 13:40:04,,21,48.083333333333336,0,0,1,0,0,0,0,0
356,356,321816.0,2024-03-23 12:51:59,очень классно получилось,2024-03-23 13:40:25,,24,48.43333333333333,0,0,1,0,0,0,0,0
357,357,321816.0,2024-03-23 12:51:59,"Саня, давай местами поменяемся",2024-03-23 13:41:04,,30,49.083333333333336,0,0,0,1,0,0,0,0
358,358,321816.0,2024-03-23 12:51:59,не хочешь?,2024-03-23 13:41:15,,10,49.266666666666666,0,0,1,0,0,0,0,0
359,359,321816.0,2024-03-23 12:51:59,Вопросов 0,2024-03-23 13:41:25,,10,49.43333333333333,0,0,0,1,0,0,0,0
360,360,321816.0,2024-03-23 12:51:59,классное приложение,2024-03-23 13:41:30,,19,49.516666666666666,0,0,1,0,0,0,0,0
361,361,321816.0,2024-03-23 12:51:59,Саня не хочешь поменяться?,2024-03-23 13:41:49,,26,49.833333333333336,0,0,0,1,0,0,0,0
362,362,321816.0,2024-03-23 12:51:59,арс,2024-03-23 13:41:57,,3,49.96666666666667,0,0,0,1,0,0,0,0
363,363,321816.0,2024-03-23 12:51:59,ну не знаю),2024-03-23 13:42:10,,11,50.18333333333333,0,0,0,1,0,0,0,0
364,364,321816.0,2024-03-23 12:51:59,пжж,2024-03-23 13:42:14,,3,50.25,0,0,0,1,0,0,0,0
365,365,321816.0,2024-03-23 12:51:59,пробую запустить,2024-03-23 13:42:22,,16,50.38333333333333,0,0,0,1,0,0,0,0
366,366,321816.0,2024-03-23 12:51:59,у тебя просто сломарный запас побольше,2024-03-23 13:42:22,,38,50.38333333333333,0,1,0,0,0,0,0,0
367,367,321816.0,2024-03-23 12:51:59,я хоть несколько слов возьму,2024-03-23 13:42:27,,28,50.46666666666667,0,0,0,1,0,0,0,0
368,368,321816.0,2024-03-23 12:51:59,так у меня и проект огромный,2024-03-23 13:42:38,,28,50.65,0,0,1,0,0,0,0,0
369,369,321816.0,2024-03-23 12:51:59,"Софья Седова, мы поменялись местами с Александром",2024-03-23 13:42:48,,49,50.81666666666667,0,1,0,0,0,0,0,0
370,370,321816.0,2024-03-23 12:51:59,прям настолько огромный проект?,2024-03-23 13:42:58,,31,50.98333333333333,0,0,0,1,0,0,0,0
371,371,321816.0,2024-03-23 12:51:59,он большой,2024-03-23 13:43:07,,10,51.13333333333333,0,0,0,1,0,0,0,0
372,372,321816.0,2024-03-23 12:51:59,это хорошо,2024-03-23 13:43:17,,10,51.3,0,0,0,1,0,0,0,0
373,373,321816.0,2024-03-23 12:51:59,я буду радостно смотреть,2024-03-23 13:43:29,,24,51.5,0,0,0,1,0,0,0,0
374,374,321816.0,2024-03-23 12:51:59,а так я следующий,2024-03-23 13:43:36,,17,51.61666666666667,0,0,0,1,0,0,0,0
375,375,321816.0,2024-03-23 12:51:59,даааа,2024-03-23 13:43:39,,5,51.66666666666666,0,0,0,1,0,0,0,0
376,376,321816.0,2024-03-23 12:51:59,можно еще раз тему?,2024-03-23 13:43:58,,19,51.98333333333333,0,0,0,1,0,0,0,0
377,377,321816.0,2024-03-23 12:51:59,переводчик вроде,2024-03-23 13:44:09,,16,52.16666666666666,0,0,0,0,0,0,0,1
378,378,321816.0,2024-03-23 12:51:59,да вот,2024-03-23 13:44:16,,6,52.28333333333333,0,0,1,0,0,0,0,0
379,379,321816.0,2024-03-23 12:51:59,ничего себе задумка,2024-03-23 13:45:42,,19,53.71666666666667,0,1,0,0,0,0,0,0
380,380,321816.0,2024-03-23 12:51:59,мне понравилось,2024-03-23 13:45:56,,15,53.95,0,0,1,0,0,0,0,0
381,381,321816.0,2024-03-23 12:51:59,"очень красочно, и приятно смотреть",2024-03-23 13:46:16,,34,54.28333333333333,0,0,1,0,0,0,0,0
382,382,321816.0,2024-03-23 12:51:59,дуолинго,2024-03-23 13:46:21,,8,54.36666666666667,0,0,0,0,0,0,1,0
383,383,321816.0,2024-03-23 12:51:59,а Андрей с Ниной чтоли поменялся?,2024-03-23 13:46:42,,33,54.71666666666667,0,0,0,1,0,0,0,0
384,384,321816.0,2024-03-23 12:51:59,"а, тогда щас Андрей",2024-03-23 13:46:53,,19,54.9,0,0,1,0,0,0,0,0
385,385,321816.0,2024-03-23 12:51:59,"есть комментарий, проект идеальный",2024-03-23 13:47:21,,34,55.36666666666667,0,0,1,0,0,0,0,0
386,386,321816.0,2024-03-23 12:51:59,идея классная,2024-03-23 13:47:23,,13,55.4,0,0,1,0,0,0,0,0
387,387,321816.0,2024-03-23 12:51:59,всегда пожалуйста,2024-03-23 13:47:41,,17,55.7,0,0,0,0,1,0,0,0
388,388,321816.0,2024-03-23 12:51:59,давайте перерыв,2024-03-23 13:47:47,,15,55.8,0,0,0,0,0,0,0,1
389,389,321816.0,2024-03-23 12:51:59,хаыхаыхва,2024-03-23 13:47:49,,9,55.833333333333336,0,0,0,0,0,0,1,0
390,390,321816.0,2024-03-23 12:51:59,андрей,2024-03-23 13:47:52,,6,55.88333333333333,0,0,1,0,0,0,0,0
